Modelo,Precio,Año,Km,Combustible,Imagen,Link
"Lancia Voyager 2.8CRD AUTO EDICION LIMITADA FAMILY CLASS 178CV 5P 7P #NAVY, PARKTRONIC",15850,2015,157300,Otros,https://autofesa.imgix.net/1150691.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lancia/voyager-1/2-8crd-auto-edicion-limitada-family-class-178cv-5p-7p-navy-parktronic
Land Rover Defender DEFENDER SANTANA 109 DIESEL 61CV 9 PLAZAS 4x4 4P RECIEN RESTAURADO # CUERO,29750,1987,1400,Otros,https://autofesa.imgix.net/1142059.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/defender/defender-santana-109-diesel-61cv-9-plazas-4x4-4p-recien-restaurado-cuero
"Land Rover Discovery 3.0 TDV6 258 SE AUTO 4X4 5P # CUERO,NAVY",28850,2017,81325,Otros,https://autofesa.imgix.net/1145525.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/discovery/3-0-tdv6-258-se-auto-4x4-5p-cuero-navy
Land Rover Discovery Sport 1.5 13 PHEV AWD AT 300cv AUTO 5P # IVA DEDUCIBLE,2785025850,2021,67400,Híbrido,https://autofesa.imgix.net/1119038.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/discovery-sport/1-5-13-phev-awd-at-300cv-auto-5p-iva-deducible
"Land Rover Discovery Sport 2.0 D HYBRID R-DYNAMIC 4X4 AUTO MHEV 150cv 5P # IVA DEDUCIBLE, TECHO PANORAMICO, NAVY, CUERO,",3585028900,2020,35489,Híbrido,https://autofesa.imgix.net/1083296.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/discovery-sport/2-0-d-hybrid-r-dynamic-4x4-auto-mhev-150cv-5p-iva-deducible-techo-panoramico-navy-cuero
"Land Rover Discovery Sport 2.0d i4 MHEV S R-DYMANIC 150CV 4X4 AUTO 7 PLAZAS 5P # IVA DEDUCIBLE,TECHO PANORAMICO,NAVY",24850,2020,62200,Híbrido,https://autofesa.imgix.net/1150029.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/discovery-sport/2-0d-i4-mhev-s-r-dymanic-150cv-4x4-auto-7-plazas-5p-iva-deducible-techo-panoramico-navy
"Land Rover Range Rover Evoque 2.0 D 150 MHEV AUTO 4X4 5p # IVA DEDUCIBLE,NAVY,FAROS LED",20850,2020,109000,Otros,https://autofesa.imgix.net/1145580.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-evoque/2-0-d-150-mhev-auto-4x4-5p-iva-deducible-navy-faros-led
"Land Rover Range Rover Evoque 2.0 D HEV 150CV AUTO AWD 5P # IVA DEDUCIBLE,NAVY,CUERO",20950,2020,93000,Híbrido,https://autofesa.imgix.net/1151889.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-evoque/2-0-d-hev-150cv-auto-awd-5p-iva-deducible-navy-cuero
"Land Rover Range Rover Evoque 2.0 P200 MHEV Micro Hibrido 4X4 200cv Auto 5P S/S # IVA DEDUCIBLE, FAROS LED, PARKTRONIC",3280025850,2019,71400,Híbrido,https://autofesa.imgix.net/1032820.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-evoque/2-0-p200-mhev-micro-hibrido-4x4-200cv-auto-5p-s-s-iva-deducible-faros-led-parktronic
"Land Rover Range Rover Evoque 2.0D MHEV R-DYNAMIC SE AUTO 4WD 204CV 5P # IVA DEDUCIBLE, TECHO ELEC PANORAMICO,CUERO,NAVY,BOLA REMOLQUE",28500,2021,64800,Híbrido,https://autofesa.imgix.net/1153632.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-evoque/2-0d-mhev-r-dynamic-se-auto-4wd-204cv-5p-iva-deducible-techo-elec-panoramico-cuero-navy-bola-remolque
"Land Rover Range Rover Evoque D150 R-DYNAMIC S AUTO AWD 150CV 5P # IVA DEDUCIBLE,GPS,TECHO PANORAMICO,",2985027850,2019,65800,Híbrido,https://autofesa.imgix.net/1138952.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-evoque/d150-r-dynamic-s-auto-awd-150cv-5p-iva-deducible-gps-techo-panoramico
Land Rover Range Rover Sport .0 SDV6 306CV 4X4 SE LIMITED AUTO 7PLAZAS 5P,2135020850,2015,176900,Otros,https://autofesa.imgix.net/1130514.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-sport/0-sdv6-306cv-4x4-se-limited-auto-7plazas-5p
"Land Rover Range Rover Sport 2.0 TSE SI4 PHEV SE AUTO 400CV 5P # TECHO ELE PANORAMICO, NAVY, CUERO, FAROS LED",4950047500,2019,38200,Híbrido,https://autofesa.imgix.net/1138217.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-sport/2-0-tse-si4-phev-se-auto-400cv-5p-techo-ele-panoramico-navy-cuero-faros-led
"Land Rover Range Rover Sport 3.0L SDV6 Hybrid HSE 4X4 354cv Auto 5P S/S # NAVY, CUERO, PARKTRONIC",3550028500,2016,110800,Otros,https://autofesa.imgix.net/1037763.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-sport/3-0l-sdv6-hybrid-hse-4x4-354cv-auto-5p-s-s-navy-cuero-parktronic
Land Rover Range Rover Velar 2.0 P300 4WD R-DYNAMIC AUTO 300cv 5P # IVA DEDUCIBLE,3335027900,2020,121200,Gasolina,https://autofesa.imgix.net/1084113.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/land-rover/range-rover-velar/2-0-p300-4wd-r-dynamic-auto-300cv-5p-iva-deducible
"Lexus Is 300h 2.5 HYBRID AUTO 224CV 4P # NAVY, PARKTRONIC",19650,2017,143013,Híbrido,https://autofesa.imgix.net/1153378.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lexus/is-300h/2-5-hybrid-auto-224cv-4p-navy-parktronic
"Lexus Nx 300h 2.5L HYBRID 197CV F SPORT 4WD AUTO 5P # TECHO PANORAMICO, NAVY, CUERO",3545033850,2021,92500,Híbrido,https://autofesa.imgix.net/1139218.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lexus/nx-300h/2-5l-hybrid-197cv-f-sport-4wd-auto-5p-techo-panoramico-navy-cuero
"Lexus Nx 300h 2.5L HYBRID EXECUTIVE 4WD AUTO 197CV 5P # CUERO,NAVY,FAROS LED",16900,2015,255000,Híbrido,https://autofesa.imgix.net/1139338.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lexus/nx-300h/2-5l-hybrid-executive-4wd-auto-197cv-5p-cuero-navy-faros-led
"Lexus Rx 450h 3.5 V6 AWD PRESIDENT AUTO 299CV 5P # TECHO ELE,CUERO,NAVY",20900,2013,179700,Híbrido,https://autofesa.imgix.net/1146662.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lexus/rx-450h/3-5-v6-awd-president-auto-299cv-5p-techo-ele-cuero-navy
"Lexus RZ RZ450 e ELECTRICO EXECUTIVE AUTO AWD 204cv 5P #IVA DEDUCIBLE, NAVY, CUERO",5250042850,2024,1100,Otros,https://autofesa.imgix.net/1076160.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lexus/rz/rz450-e-electrico-executive-auto-awd-204cv-5p-iva-deducible-navy-cuero
"Mazda 3 2.0 SKYACTIV-G STYLE 130CV 5P #IVA DEDUCIBLE,PARKTRONIC",12350,2016,128000,Gasolina,https://autofesa.imgix.net/1150140.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/3/2-0-skyactiv-g-style-130cv-5p-iva-deducible-parktronic
"Mazda 6 WAGON 2.2 SKYACTIVE EVOLUTION TECH 150CV 5P S/S # IVA DEDUCIBLE, NAVY, PARKTRONIC, FAROS LED",1680015450,2018,115900,Otros,https://autofesa.imgix.net/1141590.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/6/wagon-2-2-skyactive-evolution-tech-150cv-5p-s-s-iva-deducible-navy-parktronic-faros-led
"Mazda CX-30 2.0 SKYACTIVE-G MHEV EVOLUTION 122CV 5P # IVA DEDUCIBLE, NAVY, PARKTRONIC",18380,2020,103000,Híbrido,https://autofesa.imgix.net/1153557.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-30/2-0-skyactive-g-mhev-evolution-122cv-5p-iva-deducible-navy-parktronic
"Mazda Cx-5 2.0 SKYACTIVE EVOLUTION 165CV AUTO 5P # GARANTIA FA 03/2026,IVA DEDUCIBLE, PARKTRONIC",2450022950,2023,75600,Gasolina,https://autofesa.imgix.net/1135831.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-5/2-0-skyactive-evolution-165cv-auto-5p-garantia-fa-03-2026-iva-deducible-parktronic
"Mazda Cx-5 2.2 SKYACTIV-D AWD SIGNATURE 150CV AUTO 5P # IVA DEDUCIBLE, TECHO ELE, NAVY, CUERO",3150028750,2022,27700,Otros,https://autofesa.imgix.net/1127057.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-5/2-2-skyactiv-d-awd-signature-150cv-auto-5p-iva-deducible-techo-ele-navy-cuero
"Mazda Cx-5 2.2 SKYACTIVE-D AUTO 150CV 2WD 5P # NAVY,CAMARA TRASERA",16850,2017,148500,Otros,https://autofesa.imgix.net/1145884.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-5/2-2-skyactive-d-auto-150cv-2wd-5p-navy-camara-trasera
"Mazda CX-5 2.2D 150cv 4WD AUTO 5P S/S # NAVY, PARKTRONIC",1325012950,2013,136700,Otros,https://autofesa.imgix.net/1143549.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-5-2-2d-150cv-4wd-auto-5p-s-s-navy-parktronic/2-2d-150cv-4wd-auto-5p-s-s-navy-parktronic
"Mazda Cx-5 CX-5 2.0 SKYACTIVE-G AUTO 165CV 2WD 5P # NAVY,FAROS LED,CAMARA 360,PARKTRONIC,HEAD UP DISPLAY",18650,2018,158100,Gasolina,https://autofesa.imgix.net/1146063.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/cx-5/cx-5-2-0-skyactive-g-auto-165cv-2wd-5p-navy-faros-led-camara-360-parktronic-head-up-display
"Mazda MX-30 ELECTRICO E-SKYACTIV PRIME LINE AUTO 145CV 5P # IVA DEDUCIBLE,NAVY,FAROS LED",16850,2022,21198,Otros,https://autofesa.imgix.net/1150864.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mazda/mx-30/electrico-e-skyactiv-prime-line-auto-145cv-5p-iva-deducible-navy-faros-led
Mercedes-benz 280 3.5 200cv Auto 4P # TECHO ELECTRICO,2290018900,1979,111800,Gasolina,https://autofesa.imgix.net/1025957.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/280/3-5-200cv-auto-4p-techo-electrico
"Mercedes-benz A 180 CLASE A A180 D AMG AUTO 109CV 5P # NAVY, PARKTRONIC",18450,2018,112000,Otros,https://autofesa.imgix.net/1153528.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a-180/clase-a-a180-d-amg-auto-109cv-5p-navy-parktronic
"Mercedes-benz A 200 I 163CV STYLE LINE 5P # NAVY, PARKTRONIC",2275020750,2019,63000,Gasolina,https://autofesa.imgix.net/1130140.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a-200/i-163cv-style-line-5p-navy-parktronic
"Mercedes-benz A 250 4 MATIC AUTO 224cv 5P # IVA DEDUCIBLE, NAVY",2495022850,2018,87800,Gasolina,https://autofesa.imgix.net/1098173.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a-250/4-matic-auto-224cv-5p-iva-deducible-navy
"Mercedes-benz A 250 CLASE A 250e SEDAN AMG LINE AUTO 218CV 4P # NAVY,CAMARA TRASERA",26850,2021,40200,Híbrido,https://autofesa.imgix.net/1147228.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a-250/clase-a-250e-sedan-amg-line-auto-218cv-4p-navy-camara-trasera
"Mercedes-benz A180 CLASE A 180 CDI 109CV URBAN 5P S/S # BIXENON, BLUETOOTH",13450,2013,134800,Otros,https://autofesa.imgix.net/1136769.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a180/clase-a-180-cdi-109cv-urban-5p-s-s-bixenon-bluetooth
"Mercedes-benz A180 CLASE A 180d 115cv Advantage AUTO S/S #NAVY, CAMARA, LEVAS, BLUETOOTH",18950,2019,114000,Otros,https://autofesa.imgix.net/1148957.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/a180/clase-a-180d-115cv-advantage-auto-s-s-navy-camara-levas-bluetooth
Mercedes-benz B 180 CDI AUTO 109CV 5P,93508950,2010,152900,Otros,https://autofesa.imgix.net/1140585.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-180/cdi-auto-109cv-5p
"Mercedes-benz B 180 D AMG LINE 109cv AUTO 5P # NAVY, PARKTRONIC",1595014950,2016,132300,Otros,https://autofesa.imgix.net/1108840.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-180/d-amg-line-109cv-auto-5p-navy-parktronic
Mercedes-benz B 180 D CDI 1.5 109cv 5P # PARKTRONIC,1585014850,2017,89300,Otros,https://autofesa.imgix.net/1120834.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-180/d-cdi-1-5-109cv-5p-parktronic
Mercedes-benz B 180 SPORT 109cv 5P # BLUETOOTH,10950,2013,144000,Otros,https://autofesa.imgix.net/1118352.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-180/sport-109cv-5p-bluetooth
"Mercedes-benz B 200 CLASE B 200 AUTO 156CV 5P # CUERO,FAROS LED,PARKTORNIC,CAMARA VISION TRASERA",13850,2015,88900,Gasolina,https://autofesa.imgix.net/1145608.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-200/clase-b-200-auto-156cv-5p-cuero-faros-led-parktornic-camara-vision-trasera
"Mercedes-benz B 200 CLASE B 200 d AMG LINE AUTO 150CV 5P # NAVY,FAROS LED,CAMARA TRASERA",23900,2020,69000,Otros,https://autofesa.imgix.net/1149585.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-200/clase-b-200-d-amg-line-auto-150cv-5p-navy-faros-led-camara-trasera
"Mercedes-benz B 200 CLASE B B 200 CDI 7G AUTO SPORT 136cv 5P # BIXENON,NAVY",1465012950,2014,125800,Otros,https://autofesa.imgix.net/1095832.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/b-200/clase-b-b-200-cdi-7g-auto-sport-136cv-5p-bixenon-navy
Mercedes-benz C 200 CABRIO HIBRIDO AMG LINE AUTO 184cv 2P # BLUETOOTH,0,2019,0,Híbrido,https://autofesa.imgix.net/1099691.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/c-200/cabrio-hibrido-amg-line-auto-184cv-2p-bluetooth
"Mercedes-benz C 200 CLASE C 200 D Estate 136cv Auto 5P S/S # NAVY, FAROS LED",1985016450,2016,102900,Otros,https://autofesa.imgix.net/1047139.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/c-200/clase-c-200-d-estate-136cv-auto-5p-s-s-navy-faros-led
Mercedes-benz C 220 CLASE C 220d 170cv Cabrio AMG Line,3175030250,2018,51800,Otros,https://autofesa.imgix.net/1081338.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/c-220/clase-c-220d-170cv-cabrio-amg-line
"Mercedes-benz C 220 CLASE C C220 CDI ESTATE 170CV AVANTGARDE AUTO 5P # TECHO ELECTRICO,BIXENON",11380,2011,181000,Otros,https://autofesa.imgix.net/1140393.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/c-220/clase-c-c220-cdi-estate-170cv-avantgarde-auto-5p-techo-electrico-bixenon
"Mercedes-benz Cla 200 CLASE CLA 200D AMG 136CV 4P # NAVY, PARKTRONIC",15250,2015,228200,Otros,https://autofesa.imgix.net/1153583.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/cla-200/clase-cla-200d-amg-136cv-4p-navy-parktronic
"Mercedes-benz Cla 200 CLASE CLA 200D URBAN SHOOTING BRAKE 7G-DCT 136CV AUTO 5P S/S # NAVY, FAROS LED, PARKTRONIC",1975019250,2018,118000,Otros,https://autofesa.imgix.net/1141567.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/cla-200/clase-cla-200d-urban-shooting-brake-7g-dct-136cv-auto-5p-s-s-navy-faros-led-parktronic
"Mercedes-benz CLASE T CLASE T 180D TOURER LARGO 115cv AUTO 5P //VENTA SOLO PROFESIONALES// # IVA DEDUCIBLE, NAVY",2775024900,2023,51000,Otros,https://autofesa.imgix.net/1110667.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/clase-t/clase-t-180d-tourer-largo-115cv-auto-5p-venta-solo-profesionales-iva-deducible-navy-1
"Mercedes-benz CLASE T CLASE T 180D TOURER LARGO 115cv AUTO 5P //VENTA SOLO PROFESIONALES// # IVA DEDUCIBLE, NAVY",2775024350,2023,54900,Otros,https://autofesa.imgix.net/1110021.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/clase-t/clase-t-180d-tourer-largo-115cv-auto-5p-venta-solo-profesionales-iva-deducible-navy
"Mercedes-benz CLASE T CLASE T 180D TOURER LARGO 115cv AUTO 5P VENTA SOLO PROFESIONALES # IVA DEDUCIBLE, NAVY",2775024700,2023,55300,Otros,https://autofesa.imgix.net/1109999.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/clase-t/clase-t-180d-tourer-largo-115cv-auto-5p-venta-solo-profesionales-iva-deducible-navy-2
"Mercedes-benz CLASE T TOURER LARGO 115cv AUTO 5P //VENTA SOLO PROFESIONALES// # IVA DEDUCIBLE, NAVY",24750,2023,51100,Otros,https://autofesa.imgix.net/1122522.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/clase-t/tourer-largo-115cv-auto-5p-venta-solo-profesionales-iva-deducible-navy
Mercedes-benz CLC 220 CLASE CLC 220 CDI AUTO AMG LINE 3P # CUERO,10800,2009,143000,Otros,https://autofesa.imgix.net/1148905.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/clc-220/clase-clc-220-cdi-auto-amg-line-3p-cuero
"Mercedes-benz Cls 350 CDI 265cv AMG LINE AUTO 4P # TECHO ELEC, NAVY, CUERO",1695015850,2011,234500,Otros,https://autofesa.imgix.net/1115900.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/cls-350/cdi-265cv-amg-line-auto-4p-techo-elec-navy-cuero
"Mercedes-benz E 250 CLASE E250 CDI AUTO AMG LINE 4MATIC 204CV 4P # CUERO, TECHO ELEC PANORAMICO, PARKTRONIC",18650,2015,181859,Otros,https://autofesa.imgix.net/1152458.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/e-250/clase-e250-cdi-auto-amg-line-4matic-204cv-4p-cuero-techo-elec-panoramico-parktronic
"Mercedes-benz E 350 CLASE E 350 CDI AVANTGARDE 258CV AUTO 4P # TECHO PANORAMICO ELE,CUERO,NAVY",2390022300,2014,98409,Otros,https://autofesa.imgix.net/1147655.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/e-350/clase-e-350-cdi-avantgarde-258cv-auto-4p-techo-panoramico-ele-cuero-navy
"Mercedes-benz Gla 180 CLASE GLA 180 EDITION 122CV AUTO 5P # NAVY,CUERO,FAROS LED,",19850,2019,67900,Gasolina,https://autofesa.imgix.net/1148193.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/gla-180/clase-gla-180-edition-122cv-auto-5p-navy-cuero-faros-led
"Mercedes-benz Gla 200 CLASE GLA 200 156cv 5P # NAVI, BIXENON,PARKTRONIC",1825016950,2014,78500,Gasolina,https://autofesa.imgix.net/1098735.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/gla-200/clase-gla-200-156cv-5p-navi-bixenon-parktronic
"Mercedes-benz GLB 200 CLASE GLB 200D AMG LINE 4 MATIC AUTO 150CV 5P #TECHO ELEC PANORAMICO,NAVY,LUCES LED,",33500,2020,61100,Otros,https://autofesa.imgix.net/1153606.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/glb-200/clase-glb-200d-amg-line-4-matic-auto-150cv-5p-techo-elec-panoramico-navy-luces-led
"Mercedes-benz GLB 220 CLASE GLB 220D 4MATIC AUTO DCT AMG LINE 190CV 5P # IVA DEDUCIBLE,NAVY",35850,2021,79600,Otros,https://autofesa.imgix.net/1151513.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/glb-220/clase-glb-220d-4matic-auto-dct-amg-line-190cv-5p-iva-deducible-navy
"Mercedes-benz Glc 43 Amg GLC Coupe 43 AMG 4Matic 367cv Auto 5P # TECHO ELEC,NAVY",4585043850,2019,50600,Gasolina,https://autofesa.imgix.net/1082837.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/glc-43-amg/glc-coupe-43-amg-4matic-367cv-auto-5p-techo-elec-navy
"Mercedes-benz GLE 450 450 4MATIC AUTO AMG LINE 7PLAZAS 5P S/S # IVA DEDUCIBLE, NAVY, CUERO",5685054850,2021,92800,Gasolina,https://autofesa.imgix.net/1141271.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/gle-450/450-4matic-auto-amg-line-7plazas-5p-s-s-iva-deducible-navy-cuero
"Mercedes-benz Ml 350 CLASE ML 350 4 MATIC AUTO 272CV 5P #CUERO,NAVY, PARKTRONIC",10250,2008,245000,Gasolina,https://autofesa.imgix.net/1152076.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/ml-350/clase-ml-350-4-matic-auto-272cv-5p-cuero-navy-parktronic
Mercedes-benz Vito ELECTRICO 116cv AUTO 4P,2185019350,2020,8900,Otros,https://autofesa.imgix.net/1104199.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mercedes-benz/vito/electrico-116cv-auto-4p
"Mg Marvel R R EV 2WD COMFORT 180CV 5P AUTO # IVA DEDUCIBLE, TECHO, CUERO",3050022850,2021,39100,Otros,https://autofesa.imgix.net/1052639.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mg/marvel-r/r-ev-2wd-comfort-180cv-5p-auto-iva-deducible-techo-cuero
Mg MG3 1.5 L HYBRID 195 CH COMFORT 5P,17250,2024,9900,Híbrido,https://autofesa.imgix.net/1128894.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mg/mg3/1-5-l-hybrid-195-ch-comfort-5p
"Mg MG3 1.5 L HYBRID 195 CH COMFORT 5P # GARANTIA FAB 12/2031, IVA DEDUCIBLE, NAVY",17250,2024,11899,Híbrido,https://autofesa.imgix.net/1144436.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mg/mg3/1-5-l-hybrid-195-ch-comfort-5p-garantia-fab-12-2031-iva-deducible-navy
"Mini Cooper Clubman 2.0D 150cv 5P # NAVY, CUERO",1635014850,2016,83428,Otros,https://autofesa.imgix.net/1088889.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-clubman/2-0d-150cv-5p-navy-cuero
"Mini Cooper Countryman 1.6 D ALL4 PACK RED HOT CHILI 112CV # TECHO PANORAMICO ELE,NAVY,PARKTRONIC",10350,2012,186514,Otros,https://autofesa.imgix.net/1144734.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-countryman/1-6-d-all4-pack-red-hot-chili-112cv-techo-panoramico-ele-navy-parktronic
Mini Cooper D 1.5 115CV AUTO 3P S/S # PARKTRONIC,12750,2014,114500,Otros,https://autofesa.imgix.net/1139996.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-d/1-5-115cv-auto-3p-s-s-parktronic
"Mini Cooper D Clubman COOPER D 2.0 D 150CV 5P # IVA DEDUCIBLE,TECHO PANORAMICO ELED,NAVY,PARKTRONIC",17850,2019,118511,Otros,https://autofesa.imgix.net/1149409.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-d-clubman/cooper-d-2-0-d-150cv-5p-iva-deducible-techo-panoramico-eled-navy-parktronic
"Mini Cooper S Countryman 1.6 184CV AUTO 5P # TECHO ELE PANORAMICO, CUERO, PARKTRONIC",12900,2012,100700,Gasolina,https://autofesa.imgix.net/1142650.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-s-countryman/1-6-184cv-auto-5p-techo-ele-panoramico-cuero-parktronic
"Mini Cooper SD Clubman 2.0 190CV CHILI 5P # TECHO ELE PANORAMICO, NAVY, CUERO",14950,2017,149800,Otros,https://autofesa.imgix.net/1135534.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-sd-clubman/2-0-190cv-chili-5p-techo-ele-panoramico-navy-cuero
"Mini Cooper SE COOPER SE ELECTRICO FINITION 184CV AUTO 3P # TECHO PANORAMICO ELE,NAVY,CUERO",18450,2021,34000,Otros,https://autofesa.imgix.net/1148587.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/mini/cooper-se/cooper-se-electrico-finition-184cv-auto-3p-techo-panoramico-ele-navy-cuero
